Unnamed: 0.1,Unnamed: 0,Epoch,Accuracy_train,Accuracy_val,Exp_name,Overfit
53.0,,23,0.9747135519557488,0.8536036036036037,debug_mediapipe_LSTM_30_naked,0.1211099483521451
54.0,,24,0.971157645199526,0.8355855855855856,debug_mediapipe_LSTM_30_naked,0.1355720596139403
55.0,,25,0.9727380482022916,0.8603603603603603,debug_mediapipe_LSTM_30_naked,0.1123776878419312
56.0,,26,0.98340576847096,0.8648648648648649,debug_mediapipe_LSTM_30_naked,0.118540903606095
57.0,,27,0.9841959699723428,0.8671171171171171,debug_mediapipe_LSTM_30_naked,0.1170788528552256
58.0,,28,0.9869616752271828,0.8648648648648649,debug_mediapipe_LSTM_30_naked,0.1220968103623179
59.0,,29,0.98893717898064,0.8603603603603603,debug_mediapipe_LSTM_30_naked,0.1285768186202797
,,0,0.43171875,0.5130984643179766,debug_yolo_LSTM_30_naked_noskipframes,
,,1,0.60640625,0.6278229448961157,debug_yolo_LSTM_30_naked_noskipframes,
,,2,0.6603125,0.6973803071364046,debug_yolo_LSTM_30_naked_noskipframes,
,,3,0.70171875,0.7000903342366757,debug_yolo_LSTM_30_naked_noskipframes,
,,4,0.7096875,0.7570009033423668,debug_yolo_LSTM_30_naked_noskipframes,
,,5,0.75765625,0.7841011743450768,debug_yolo_LSTM_30_naked_noskipframes,
,,6,0.785625,0.7560975609756098,debug_yolo_LSTM_30_naked_noskipframes,
,,7,0.788125,0.7940379403794038,debug_yolo_LSTM_30_naked_noskipframes,
,,8,0.80140625,0.7786811201445348,debug_yolo_LSTM_30_naked_noskipframes,
,,9,0.81703125,0.7841011743450768,debug_yolo_LSTM_30_naked_noskipframes,
,,10,0.82328125,0.7931345980126467,debug_yolo_LSTM_30_naked_noskipframes,
,,11,0.86171875,0.8437217705510388,debug_yolo_LSTM_30_naked_noskipframes,
,,12,0.875625,0.8500451671183379,debug_yolo_LSTM_30_naked_noskipframes,
,,13,0.8878125,0.8509485094850948,debug_yolo_LSTM_30_naked_noskipframes,
,,14,0.89171875,0.8328816621499548,debug_yolo_LSTM_30_naked_noskipframes,
,,15,0.8996875,0.8608852755194218,debug_yolo_LSTM_30_naked_noskipframes,
,,16,0.904375,0.8581752484191508,debug_yolo_LSTM_30_naked_noskipframes,
,,17,0.91453125,0.8410117434507678,debug_yolo_LSTM_30_naked_noskipframes,
,,18,0.91515625,0.8491418247515808,debug_yolo_LSTM_30_naked_noskipframes,
,,19,0.93921875,0.8762420957542909,debug_yolo_LSTM_30_naked_noskipframes,
,,20,0.95046875,0.8825654923215899,debug_yolo_LSTM_30_naked_noskipframes,
,,21,0.9515625,0.8753387533875339,debug_yolo_LSTM_30_naked_noskipframes,
,,22,0.95890625,0.8672086720867209,debug_yolo_LSTM_30_naked_noskipframes,
,,23,0.9578125,0.8744354110207768,debug_yolo_LSTM_30_naked_noskipframes,
,,24,0.97328125,0.8807588075880759,debug_yolo_LSTM_30_naked_noskipframes,
,,25,0.97890625,0.8789521228545619,debug_yolo_LSTM_30_naked_noskipframes,
,,26,0.9821875,0.8717253839205059,debug_yolo_LSTM_30_naked_noskipframes,
,,27,0.98640625,0.8771454381210478,debug_yolo_LSTM_30_naked_noskipframes,
,,28,0.9871875,0.8870822041553749,debug_yolo_LSTM_30_naked_noskipframes,
,,29,0.9875,0.8825654923215899,debug_yolo_LSTM_30_naked_noskipframes,
,,0,0.4953125,0.5636856368563685,debug_yolo_GRU_30_naked_noskipframes,
,,1,0.68375,0.6504065040650406,debug_yolo_GRU_30_naked_noskipframes,
,,2,0.735625,0.7533875338753387,debug_yolo_GRU_30_naked_noskipframes,
,,3,0.7640625,0.7949412827461608,debug_yolo_GRU_30_naked_noskipframes,
,,4,0.78125,0.7262872628726287,debug_yolo_GRU_30_naked_noskipframes,
,,5,0.8025,0.7642276422764228,debug_yolo_GRU_30_naked_noskipframes,
,,6,0.811875,0.7949412827461608,debug_yolo_GRU_30_naked_noskipframes,
,,7,0.85421875,0.8337850045167118,debug_yolo_GRU_30_naked_noskipframes,
,,8,0.8653125,0.8265582655826558,debug_yolo_GRU_30_naked_noskipframes,
,,9,0.87171875,0.8464317976513098,debug_yolo_GRU_30_naked_noskipframes,
,,10,0.8784375,0.8383017163504969,debug_yolo_GRU_30_naked_noskipframes,
,,11,0.8865625,0.8021680216802168,debug_yolo_GRU_30_naked_noskipframes,
,,12,0.8846875,0.8392050587172538,debug_yolo_GRU_30_naked_noskipframes,
,,13,0.91609375,0.8473351400180669,debug_yolo_GRU_30_naked_noskipframes,
,,14,0.9190625,0.8572719060523939,debug_yolo_GRU_30_naked_noskipframes,
,,15,0.92265625,0.8572719060523939,debug_yolo_GRU_30_naked_noskipframes,
,,16,0.9225,0.8491418247515808,debug_yolo_GRU_30_naked_noskipframes,
,,17,0.9309375,0.8518518518518519,debug_yolo_GRU_30_naked_noskipframes,
,,18,0.94046875,0.8663053297199639,debug_yolo_GRU_30_naked_noskipframes,
,,19,0.9409375,0.8654019873532068,debug_yolo_GRU_30_naked_noskipframes,
,,20,0.94859375,0.8599819331526649,debug_yolo_GRU_30_naked_noskipframes,
,,21,0.94453125,0.8672086720867209,debug_yolo_GRU_30_naked_noskipframes,
,,22,0.94671875,0.8644986449864499,debug_yolo_GRU_30_naked_noskipframes,
,,23,0.95078125,0.8663053297199639,debug_yolo_GRU_30_naked_noskipframes,
,,24,0.94625,0.8807588075880759,debug_yolo_GRU_30_naked_noskipframes,
,,25,0.95375,0.8708220415537489,debug_yolo_GRU_30_naked_noskipframes,
,,26,0.9515625,0.8635953026196929,debug_yolo_GRU_30_naked_noskipframes,
,,27,0.95484375,0.8780487804878049,debug_yolo_GRU_30_naked_noskipframes,
,,28,0.959375,0.8708220415537489,debug_yolo_GRU_30_naked_noskipframes,
,,29,0.96390625,0.8780487804878049,debug_yolo_GRU_30_naked_noskipframes,
,,0,0.39890625,0.5871725383920506,debug_yolo_transformer_30_naked_noskipframes,
,,1,0.5946875,0.6693766937669376,debug_yolo_transformer_30_naked_noskipframes,
,,2,0.6934375,0.7091237579042458,debug_yolo_transformer_30_naked_noskipframes,
,,3,0.73921875,0.7669376693766937,debug_yolo_transformer_30_naked_noskipframes,
,,4,0.7521875,0.7073170731707317,debug_yolo_transformer_30_naked_noskipframes,
,,5,0.793125,0.7958446251129178,debug_yolo_transformer_30_naked_noskipframes,
,,6,0.80546875,0.7804878048780488,debug_yolo_transformer_30_naked_noskipframes,
,,7,0.8190625,0.7750677506775068,debug_yolo_transformer_30_naked_noskipframes,
,,8,0.8225,0.7705510388437218,debug_yolo_transformer_30_naked_noskipframes,
,,9,0.8721875,0.8401084010840109,debug_yolo_transformer_30_naked_noskipframes,
,,10,0.87953125,0.8428184281842819,debug_yolo_transformer_30_naked_noskipframes,
,,11,0.88796875,0.8599819331526649,debug_yolo_transformer_30_naked_noskipframes,
,,12,0.88671875,0.8518518518518519,debug_yolo_transformer_30_naked_noskipframes,
,,13,0.895625,0.8527551942186089,debug_yolo_transformer_30_naked_noskipframes,
,,14,0.8959375,0.8563685636856369,debug_yolo_transformer_30_naked_noskipframes,
,,15,0.92453125,0.8672086720867209,debug_yolo_transformer_30_naked_noskipframes,
,,16,0.9275,0.8762420957542909,debug_yolo_transformer_30_naked_noskipframes,
,,17,0.93046875,0.8771454381210478,debug_yolo_transformer_30_naked_noskipframes,
,,18,0.93953125,0.8744354110207768,debug_yolo_transformer_30_naked_noskipframes,
,,19,0.93796875,0.8717253839205059,debug_yolo_transformer_30_naked_noskipframes,
,,20,0.93734375,0.8798554652213189,debug_yolo_transformer_30_naked_noskipframes,
,,21,0.9421875,0.8617886178861789,debug_yolo_transformer_30_naked_noskipframes,
,,22,0.94046875,0.8771454381210478,debug_yolo_transformer_30_naked_noskipframes,
,,23,0.94546875,0.8735320686540199,debug_yolo_transformer_30_naked_noskipframes,
,,24,0.95765625,0.8789521228545619,debug_yolo_transformer_30_naked_noskipframes,
,,25,0.96109375,0.8807588075880759,debug_yolo_transformer_30_naked_noskipframes,
,,26,0.96140625,0.8807588075880759,debug_yolo_transformer_30_naked_noskipframes,
,,27,0.9653125,0.8798554652213189,debug_yolo_transformer_30_naked_noskipframes,
,,28,0.965625,0.8925022583559169,debug_yolo_transformer_30_naked_noskipframes,
,,29,0.9640625,0.8852755194218609,debug_yolo_transformer_30_naked_noskipframes,
,,0,0.4328078663961292,0.5884476534296029,debug_yolo_LSTM_30_smooth,
,,1,0.5838926174496645,0.5541516245487365,debug_yolo_LSTM_30_smooth,
,,2,0.6485094427969409,0.6759927797833934,debug_yolo_LSTM_30_smooth,
,,3,0.6903386920555642,0.7102888086642599,debug_yolo_LSTM_30_smooth,
,,4,0.7306071484314032,0.7454873646209387,debug_yolo_LSTM_30_smooth,
,,5,0.7516778523489933,0.7563176895306859,debug_yolo_LSTM_30_smooth,
,,6,0.7688465740596223,0.7518050541516246,debug_yolo_LSTM_30_smooth,
,,7,0.7783674106446075,0.7608303249097473,debug_yolo_LSTM_30_smooth,
,,8,0.7927267051662245,0.7680505415162455,debug_yolo_LSTM_30_smooth,
,,9,0.8089589511471827,0.8041516245487365,debug_yolo_LSTM_30_smooth,
,,10,0.8003745902918683,0.76985559566787,debug_yolo_LSTM_30_smooth,
,,11,0.816762915561105,0.8176895306859205,debug_yolo_LSTM_30_smooth,
,,12,0.8144217262369283,0.8185920577617328,debug_yolo_LSTM_30_smooth,
,,13,0.8245668799750273,0.8303249097472925,debug_yolo_LSTM_30_smooth,
,,14,0.8404869673794287,0.805956678700361,debug_yolo_LSTM_30_smooth,
,,15,0.8603090369907913,0.8131768953068592,debug_yolo_LSTM_30_smooth,
,,16,0.8554705790541595,0.8267148014440433,debug_yolo_LSTM_30_smooth,
,,17,0.9035429998439208,0.8483754512635379,debug_yolo_LSTM_30_smooth,
,,18,0.9180583736538162,0.8429602888086642,debug_yolo_LSTM_30_smooth,
,,19,0.9260184173560168,0.8465703971119134,debug_yolo_LSTM_30_smooth,
,,20,0.9249258623380676,0.8384476534296029,debug_yolo_LSTM_30_smooth,
,,21,0.9500546277508974,0.8637184115523465,debug_yolo_LSTM_30_smooth,
,,22,0.9611362572186672,0.8628158844765343,debug_yolo_LSTM_30_smooth,
,,23,0.9620727329483376,0.8619133574007221,debug_yolo_LSTM_30_smooth,
,,24,0.9648821601373496,0.868231046931408,debug_yolo_LSTM_30_smooth,
,,25,0.9678476666146404,0.8474729241877257,debug_yolo_LSTM_30_smooth,
,,26,0.968471983767754,0.8619133574007221,debug_yolo_LSTM_30_smooth,
,,27,0.968471983767754,0.8583032490974729,debug_yolo_LSTM_30_smooth,
,,28,0.9822069611362572,0.8646209386281588,debug_yolo_LSTM_30_smooth,
,,29,0.9882940533791166,0.8583032490974729,debug_yolo_LSTM_30_smooth,
,,0,0.4986733260496332,0.6453068592057761,debug_yolo_GRU_30_smooth,
,,1,0.6890900577493366,0.7193140794223827,debug_yolo_GRU_30_smooth,
,,2,0.7260808490713282,0.7481949458483754,debug_yolo_GRU_30_smooth,
,,3,0.7527704073669425,0.7815884476534296,debug_yolo_GRU_30_smooth,
,,4,0.7668175433120025,0.7346570397111913,debug_yolo_GRU_30_smooth,
,,5,0.7872639300764789,0.7752707581227437,debug_yolo_GRU_30_smooth,
,,6,0.806929920399563,0.740072202166065,debug_yolo_GRU_30_smooth,
,,7,0.8397065709380365,0.7942238267148014,debug_yolo_GRU_30_smooth,
,,8,0.8599968784142344,0.8194945848375451,debug_yolo_GRU_30_smooth,
,,9,0.8604651162790697,0.8158844765342961,debug_yolo_GRU_30_smooth,
,,10,0.8720149836116747,0.8149819494584838,debug_yolo_GRU_30_smooth,
,,11,0.875604807242079,0.8014440433212996,debug_yolo_GRU_30_smooth,
,,12,0.8958951147182769,0.8474729241877257,debug_yolo_GRU_30_smooth,
,,13,0.905415951303262,0.8492779783393501,debug_yolo_GRU_30_smooth,
,,14,0.906040268456376,0.8384476534296029,debug_yolo_GRU_30_smooth,
,,15,0.9097861713750586,0.8546931407942239,debug_yolo_GRU_30_smooth,
,,16,0.9135320742937412,0.855595667870036,debug_yolo_GRU_30_smooth,
,,17,0.9163415014827532,0.8465703971119134,debug_yolo_GRU_30_smooth,
,,18,0.920087404401436,0.855595667870036,debug_yolo_GRU_30_smooth,
,,19,0.9218042765724987,0.8564981949458483,debug_yolo_GRU_30_smooth,
,,20,0.9258623380677384,0.8546931407942239,debug_yolo_GRU_30_smooth,
,,21,0.9310129545809273,0.8628158844765343,debug_yolo_GRU_30_smooth,
,,22,0.9333541439051036,0.8438628158844765,debug_yolo_GRU_30_smooth,
,,23,0.9324176681754331,0.8501805054151624,debug_yolo_GRU_30_smooth,
,,24,0.944279694084595,0.8574007220216606,debug_yolo_GRU_30_smooth,
,,25,0.9534883720930232,0.8736462093862816,debug_yolo_GRU_30_smooth,
,,26,0.9548930856875292,0.8655234657039711,debug_yolo_GRU_30_smooth,
,,27,0.9559856407054784,0.8628158844765343,debug_yolo_GRU_30_smooth,
,,28,0.9575464335882627,0.8691335740072202,debug_yolo_GRU_30_smooth,
,,29,0.9620727329483376,0.8700361010830325,debug_yolo_GRU_30_smooth,
,,0,0.4092398938660839,0.4990974729241877,debug_yolo_transformer_30_smooth,
,,1,0.5927891368815358,0.6236462093862816,debug_yolo_transformer_30_smooth,
,,2,0.6667707195255189,0.6814079422382672,debug_yolo_transformer_30_smooth,
,,3,0.7159356953332293,0.7391696750902527,debug_yolo_transformer_30_smooth,
,,4,0.7490245044482597,0.6913357400722022,debug_yolo_transformer_30_smooth,
,,5,0.7672857811768379,0.7788808664259927,debug_yolo_transformer_30_smooth,
,,6,0.7871078507882004,0.7906137184115524,debug_yolo_transformer_30_smooth,
,,7,0.7903855158420477,0.7815884476534296,debug_yolo_transformer_30_smooth,
,,8,0.8127048540658655,0.8194945848375451,debug_yolo_transformer_30_smooth,
,,9,0.8242547213984704,0.7969314079422383,debug_yolo_transformer_30_smooth,
,,10,0.8236304042453566,0.825812274368231,debug_yolo_transformer_30_smooth,
,,11,0.8383018573435305,0.7635379061371841,debug_yolo_transformer_30_smooth,
,,12,0.8351802715779616,0.8158844765342961,debug_yolo_transformer_30_smooth,
,,13,0.8403308880911503,0.8149819494584838,debug_yolo_transformer_30_smooth,
,,14,0.8877789917277977,0.8510830324909747,debug_yolo_transformer_30_smooth,
,,15,0.8971437490245044,0.8510830324909747,debug_yolo_transformer_30_smooth,
,,16,0.9007335726549088,0.8510830324909747,debug_yolo_transformer_30_smooth,
,,17,0.8993288590604027,0.8537906137184116,debug_yolo_transformer_30_smooth,
,,18,0.9049477134384268,0.851985559566787,debug_yolo_transformer_30_smooth,
,,19,0.9077571406274388,0.8546931407942239,debug_yolo_transformer_30_smooth,
,,20,0.9140003121585766,0.8583032490974729,debug_yolo_transformer_30_smooth,
,,21,0.9164975807710316,0.8583032490974729,debug_yolo_transformer_30_smooth,
,,22,0.9149367878882472,0.8546931407942239,debug_yolo_transformer_30_smooth,
,,23,0.9149367878882472,0.8664259927797834,debug_yolo_transformer_30_smooth,
,,24,0.9177462150772592,0.855595667870036,debug_yolo_transformer_30_smooth,
,,25,0.921179959419385,0.8438628158844765,debug_yolo_transformer_30_smooth,
,,26,0.9264866552208522,0.8610108303249098,debug_yolo_transformer_30_smooth,
,,27,0.9522397377867956,0.878158844765343,debug_yolo_transformer_30_smooth,
,,28,0.9553613235523646,0.8727436823104693,debug_yolo_transformer_30_smooth,
,,29,0.9577025128765412,0.8772563176895307,debug_yolo_transformer_30_smooth,
,,0,0.5404389954518489,0.6252873563218391,debug_mediapipe_LSTM_30_noskipframes,
,,1,0.6772790191813328,0.6873563218390805,debug_mediapipe_LSTM_30_noskipframes,
,,2,0.7237492584536286,0.7160919540229885,debug_mediapipe_LSTM_30_noskipframes,
,,3,0.7184101245797904,0.7770114942528735,debug_mediapipe_LSTM_30_noskipframes,
,,4,0.7805022740755388,0.8022988505747126,debug_mediapipe_LSTM_30_noskipframes,
,,5,0.8058137235515127,0.7563218390804598,debug_mediapipe_LSTM_30_noskipframes,
,,6,0.8085821633379474,0.7344827586206897,debug_mediapipe_LSTM_30_noskipframes,
,,7,0.8218311251730275,0.8068965517241379,debug_mediapipe_LSTM_30_noskipframes,
,,8,0.8348823413090766,0.7896551724137931,debug_mediapipe_LSTM_30_noskipframes,
,,9,0.8477358117460945,0.8091954022988506,debug_mediapipe_LSTM_30_noskipframes,
,,10,0.8445718805615978,0.8114942528735632,debug_mediapipe_LSTM_30_noskipframes,
,,11,0.8750247182123789,0.835632183908046,debug_mediapipe_LSTM_30_noskipframes,
,,12,0.8768044295036583,0.8344827586206897,debug_mediapipe_LSTM_30_noskipframes,
,,13,0.8829345461736208,0.8241379310344827,debug_mediapipe_LSTM_30_noskipframes,
,,14,0.8855052402610243,0.8390804597701149,debug_mediapipe_LSTM_30_noskipframes,
,,15,0.8963812537077318,0.8402298850574713,debug_mediapipe_LSTM_30_noskipframes,
,,16,0.8912398655329247,0.8436781609195402,debug_mediapipe_LSTM_30_noskipframes,
,,17,0.9094324698437808,0.8298850574712644,debug_mediapipe_LSTM_30_noskipframes,
,,18,0.9151670951156812,0.8195402298850575,debug_mediapipe_LSTM_30_noskipframes,
,,19,0.9072572671544394,0.8275862068965517,debug_mediapipe_LSTM_30_noskipframes,
,,20,0.9406762902906862,0.8540229885057471,debug_mediapipe_LSTM_30_noskipframes,
,,21,0.9644057741744118,0.8528735632183908,debug_mediapipe_LSTM_30_noskipframes,
,,22,0.9648012655724738,0.8505747126436781,debug_mediapipe_LSTM_30_noskipframes,
,,23,0.96974490804825,0.8459770114942529,debug_mediapipe_LSTM_30_noskipframes,
,,24,0.9806209214949576,0.871264367816092,debug_mediapipe_LSTM_30_noskipframes,
,,25,0.9883330037571684,0.860919540229885,debug_mediapipe_LSTM_30_noskipframes,
,,26,0.9920901720387582,0.860919540229885,debug_mediapipe_LSTM_30_noskipframes,
,,27,0.9930789005339132,0.860919540229885,debug_mediapipe_LSTM_30_noskipframes,
,,28,0.9950563575242238,0.864367816091954,debug_mediapipe_LSTM_30_noskipframes,
,,29,0.9976270516116276,0.8666666666666667,debug_mediapipe_LSTM_30_noskipframes,
,,0,0.5635752422384813,0.7160919540229885,debug_mediapipe_GRU_30_noskipframes,
,,1,0.6936919122009096,0.6724137931034483,debug_mediapipe_GRU_30_noskipframes,
,,2,0.7456990310460747,0.8068965517241379,debug_mediapipe_GRU_30_noskipframes,
,,3,0.77694285149298,0.7977011494252874,debug_mediapipe_GRU_30_noskipframes,
,,4,0.7992881154834882,0.7666666666666667,debug_mediapipe_GRU_30_noskipframes,
,,5,0.8166897369982203,0.803448275862069,debug_mediapipe_GRU_30_noskipframes,
,,6,0.8576230966976468,0.8333333333333334,debug_mediapipe_GRU_30_noskipframes,
,,7,0.871267549930789,0.8310344827586207,debug_mediapipe_GRU_30_noskipframes,
,,8,0.8716630413288511,0.828735632183908,debug_mediapipe_GRU_30_noskipframes,
,,9,0.8922285940280799,0.8241379310344827,debug_mediapipe_GRU_30_noskipframes,
,,10,0.9066640300573464,0.8402298850574713,debug_mediapipe_GRU_30_noskipframes,
,,11,0.9149693494166502,0.8505747126436781,debug_mediapipe_GRU_30_noskipframes,
,,12,0.9205062289895196,0.8494252873563218,debug_mediapipe_GRU_30_noskipframes,
,,13,0.922681431678861,0.8505747126436781,debug_mediapipe_GRU_30_noskipframes,
,,14,0.9236701601740164,0.8471264367816091,debug_mediapipe_GRU_30_noskipframes,
,,15,0.9404785445916553,0.860919540229885,debug_mediapipe_GRU_30_noskipframes,
,,16,0.9404785445916553,0.8505747126436781,debug_mediapipe_GRU_30_noskipframes,
,,17,0.9472018983587108,0.8551724137931035,debug_mediapipe_GRU_30_noskipframes,
,,18,0.9454221870674312,0.8505747126436781,debug_mediapipe_GRU_30_noskipframes,
,,19,0.9505635752422384,0.8563218390804598,debug_mediapipe_GRU_30_noskipframes,
,,20,0.9525410322325488,0.8540229885057471,debug_mediapipe_GRU_30_noskipframes,
,,21,0.952343286533518,0.8574712643678161,debug_mediapipe_GRU_30_noskipframes,
,,22,0.9537275064267352,0.8586206896551725,debug_mediapipe_GRU_30_noskipframes,
,,23,0.952936523630611,0.8620689655172413,debug_mediapipe_GRU_30_noskipframes,
,,24,0.961044097290884,0.8586206896551725,debug_mediapipe_GRU_30_noskipframes,
,,25,0.9608463515918528,0.8574712643678161,debug_mediapipe_GRU_30_noskipframes,
,,26,0.957286929009294,0.8574712643678161,debug_mediapipe_GRU_30_noskipframes,
,,27,0.9608463515918528,0.8586206896551725,debug_mediapipe_GRU_30_noskipframes,
,,28,0.961637334387977,0.8563218390804598,debug_mediapipe_GRU_30_noskipframes,
,,29,0.961835080087008,0.8563218390804598,debug_mediapipe_GRU_30_noskipframes,
,,0,0.4520466679849713,0.5655172413793104,debug_mediapipe_transformer_30_noskipframes,
,,1,0.6207237492584536,0.6425287356321839,debug_mediapipe_transformer_30_noskipframes,
,,2,0.6790587304726122,0.7183908045977011,debug_mediapipe_transformer_30_noskipframes,
,,3,0.7249357326478149,0.7517241379310344,debug_mediapipe_transformer_30_noskipframes,
,,4,0.7437215740557643,0.7574712643678161,debug_mediapipe_transformer_30_noskipframes,
,,5,0.7684397864346451,0.7609195402298851,debug_mediapipe_transformer_30_noskipframes,
,,6,0.7903895590270912,0.7896551724137931,debug_mediapipe_transformer_30_noskipframes,
,,7,0.8014633181728298,0.7850574712643679,debug_mediapipe_transformer_30_noskipframes,
,,8,0.8006723353767056,0.8149425287356322,debug_mediapipe_transformer_30_noskipframes,
,,9,0.8186671939885307,0.8091954022988506,debug_mediapipe_transformer_30_noskipframes,
,,10,0.8222266165710895,0.8057471264367816,debug_mediapipe_transformer_30_noskipframes,
,,11,0.836662052600356,0.8149425287356322,debug_mediapipe_transformer_30_noskipframes,
,,12,0.8787818864939687,0.8160919540229885,debug_mediapipe_transformer_30_noskipframes,
,,13,0.884318766066838,0.8390804597701149,debug_mediapipe_transformer_30_noskipframes,
,,14,0.8704765671346648,0.8114942528735632,debug_mediapipe_transformer_30_noskipframes,
,,15,0.8894601542416453,0.8459770114942529,debug_mediapipe_transformer_30_noskipframes,
